video_game,price,kind,link,devoloper,platform,type
Brian Lara International Cricket 2007,"86,99 €",Platformer,https://sandbox.oxylabs.io/products/2408, Codemasters,N/A,
Industry Giant II,"80,99 €",2D,https://sandbox.oxylabs.io/products/2409, JoWooD Entertainment AG,N/A,singleplayer
NCAA March Madness 2001,"71,99 €",Adventure,https://sandbox.oxylabs.io/products/2410, Black Ops Entertainment,N/A,
Mickey's Speedway USA,"74,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/2411, Rare Ltd.,N/A,
Battlefield 2: Euro Force,"68,99 €",Strategy,https://sandbox.oxylabs.io/products/2412, Digital Illusions,N/A,multiplayer
Death end re;Quest,"78,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2413, Compile Heart,N/A,singleplayer
The Lost Crown: A Ghost-hunting Adventure,"75,99 €",Fantasy,https://sandbox.oxylabs.io/products/2414, Darkling Room,N/A,singleplayer
Phantasy Star Zero,"79,99 €",Artillery,https://sandbox.oxylabs.io/products/2415, Sonic Team,N/A,multiplayer
Might & Magic X: Legacy,"73,99 €",Strategy,https://sandbox.oxylabs.io/products/2416, Limbic Entertainment,N/A,
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,"66,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2417, Telltale Games,N/A,singleplayer
The Elder Scrolls Online,"57,99 €",Fantasy,https://sandbox.oxylabs.io/products/2418, ZeniMax Media,N/A,multiplayer
TouchMaster,"58,99 €",General,https://sandbox.oxylabs.io/products/2419, Midway Studios - San Diego,N/A,singleplayer
"Warhammer 40,000: Gladius - Relics of War","74,99 €",Strategy,https://sandbox.oxylabs.io/products/2420, Proxy Studios,N/A,multiplayer
Aragami,"71,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2421, Lince Works,N/A,multiplayer
The Dungeon of Naheulbeuk: The Amulet of Chaos,"81,99 €",Tactics,https://sandbox.oxylabs.io/products/2422, Artefacts Studio,N/A,singleplayer
Street Fighter X Mega Man,"86,99 €",Sports,https://sandbox.oxylabs.io/products/2423, Capcom,N/A,
Ontamarama,"71,99 €",Alternative,https://sandbox.oxylabs.io/products/2424, Noise Factory,N/A,singleplayer
Tom Clancy's Ghost Recon: Future Soldier,"52,99 €",Team,https://sandbox.oxylabs.io/products/2425, Ubisoft Paris,N/A,
Unit 13,"71,99 €",Cricket,https://sandbox.oxylabs.io/products/2426, Zipper Interactive,N/A,multiplayer
Nano Assault Neo,"74,99 €",Strategy,https://sandbox.oxylabs.io/products/2427, Shin'en,N/A,
Samurai Warriors,"65,99 €",Tycoon,https://sandbox.oxylabs.io/products/2428, Omega Force,N/A,multiplayer
Bloody Roar 3,"85,99 €",Management,https://sandbox.oxylabs.io/products/2429, Eighting/Raizing,N/A,multiplayer
Farpoint,"81,99 €",Business / Tycoon,https://sandbox.oxylabs.io/products/2430, Impulse Gear,N/A,multiplayer
Hoa,"84,99 €",Sports,https://sandbox.oxylabs.io/products/2431, Skrollcat Studios,N/A,singleplayer
Willy Morgan and the Curse of Bone Town,"63,99 €",Traditional,https://sandbox.oxylabs.io/products/2432, imaginarylab,N/A,singleplayer
SD Gundam G Generation Cross Rays,"81,99 €",Action,https://sandbox.oxylabs.io/products/2433, Bandai Namco Games,N/A,singleplayer
Exception,"71,99 €",Strategy,https://sandbox.oxylabs.io/products/2434, Traxmaster Software,N/A,singleplayer
Melbits World,"66,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2435, Melbot Studios,N/A,multiplayer
Thea: The Awakening,"72,99 €",General,https://sandbox.oxylabs.io/products/2436, MuHa Games,N/A,singleplayer
Happy Birthdays,"72,99 €",Tactics,https://sandbox.oxylabs.io/products/2437, Arc System Works,N/A,singleplayer
Swim Out,"71,99 €",Action,https://sandbox.oxylabs.io/products/2438, Lozange Lab,N/A,singleplayer
Romancing SaGa 2,"69,99 €",Platformer,https://sandbox.oxylabs.io/products/2439, SquareSoft,N/A,singleplayer
Never Stop Sneakin',"68,99 €",2D,https://sandbox.oxylabs.io/products/2440, Humble Hearts,N/A,singleplayer
Resident Evil 7: biohazard - Not a Hero,"74,99 €",Puzzle,https://sandbox.oxylabs.io/products/2441, Capcom,N/A,
Star Wars: Starfighter,"66,99 €",Action,https://sandbox.oxylabs.io/products/2442, LucasArts,N/A,singleplayer
Lost Dimension,"72,99 €",Strategy,https://sandbox.oxylabs.io/products/2443, Lancarse,N/A,singleplayer
Cultist Simulator,"66,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2444, Weather Factory,N/A,singleplayer
Pac-Pix,"73,99 €",4X,https://sandbox.oxylabs.io/products/2445, Namco,N/A,singleplayer
Lips,"73,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2446, iNiS,N/A,singleplayer
Not Tonight,"65,99 €",Sandbox,https://sandbox.oxylabs.io/products/2447, Panic Barn Ltd,N/A,singleplayer
Chambara,"60,99 €",Strategy,https://sandbox.oxylabs.io/products/2448, team ok,N/A,
Sublevel Zero,"71,99 €",General,https://sandbox.oxylabs.io/products/2449, Sigtrap Games,N/A,singleplayer
Digimon World DS,"78,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2450, Bec,N/A,multiplayer
Battle Worlds: Kronos,"70,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/2451, KING Art,N/A,
Ace Combat: Joint Assault,"74,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2452, Project Aces,N/A,multiplayer
Black Mirror II: Reigning Evil,"76,99 €",General,https://sandbox.oxylabs.io/products/2453, Cranberry Studios,N/A,
Rampage Puzzle Attack,"80,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2454, Ninai Games,N/A,
Psychonauts in The Rhombus of Ruin,"70,99 €",Survival,https://sandbox.oxylabs.io/products/2455, Double Fine Productions,N/A,singleplayer
Through the Darkest of Times,"61,99 €",Simulation,https://sandbox.oxylabs.io/products/2456, Paintbucket Games,N/A,singleplayer
Gods Eater Burst,"80,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2457, Shift,N/A,multiplayer
Paperboy,"62,99 €",Space,https://sandbox.oxylabs.io/products/2458, Digital Eclipse,N/A,multiplayer
Romance of the Three Kingdoms X,"82,99 €",Small Spaceship,https://sandbox.oxylabs.io/products/2459, Koei,N/A,singleplayer
Swarm,"73,99 €",Combat,https://sandbox.oxylabs.io/products/2460, Hothead Games,N/A,
The Climb,"76,99 €",Adventure,https://sandbox.oxylabs.io/products/2461, Crytek,N/A,
Death Jr.: Root of Evil,"80,99 €",General,https://sandbox.oxylabs.io/products/2462, Backbone Entertainment,N/A,multiplayer
From Russia With Love,"79,99 €",Strategy,https://sandbox.oxylabs.io/products/2463, Electronic Arts,N/A,multiplayer
The Inner Friend,"71,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2464, Playmind,N/A,singleplayer
Space Hulk: Tactics,"77,99 €",Strategy,https://sandbox.oxylabs.io/products/2465, Cyanide,N/A,multiplayer
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,"68,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2466, Telltale Games,N/A,singleplayer
Membrane,"74,99 €",Tactics,https://sandbox.oxylabs.io/products/2467, Perfect Hat,N/A,singleplayer
Pro Cycling Manager 2017,"65,99 €",Adventure,https://sandbox.oxylabs.io/products/2468, Cyanide,N/A,multiplayer
Transport Fever,"77,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/2469, Urban Games,N/A,singleplayer
Rogue Trooper,"85,99 €",Puzzle,https://sandbox.oxylabs.io/products/2470, Rebellion,N/A,multiplayer
Edge of Nowhere,"68,99 €",Action,https://sandbox.oxylabs.io/products/2471, Insomniac Games,N/A,
Pictionary,"71,99 €",Sports,https://sandbox.oxylabs.io/products/2472, Page 44 Studios,N/A,
Gotham City Impostors,"71,99 €",Individual,https://sandbox.oxylabs.io/products/2473, Monolith Productions,N/A,
Pilotwings Resort,"71,99 €",Biking,https://sandbox.oxylabs.io/products/2474, Monster Games Inc.,N/A,
Fruit Ninja Kinect,"65,99 €",Strategy,https://sandbox.oxylabs.io/products/2475, Halfbrick Studios,N/A,
A Robot Named Fight!,"74,99 €",Management,https://sandbox.oxylabs.io/products/2476, Matt Bitner,N/A,singleplayer
Knight Squad,"68,99 €",Business / Tycoon,https://sandbox.oxylabs.io/products/2477, Chainsawesome Games,N/A,
flOw,"63,99 €",Action,https://sandbox.oxylabs.io/products/2478, SuperVillain Studios,N/A,multiplayer
Save the Turtles,"79,99 €",Shooter,https://sandbox.oxylabs.io/products/2479, Sabarasa Entertainment,N/A,singleplayer
Post Mortem,"72,99 €",Third-Person,https://sandbox.oxylabs.io/products/2480, Microids,N/A,singleplayer
Blinx: The Time Sweeper,"78,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2481, Artoon,N/A,singleplayer
Fate of the Dragon,"69,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2482, Object,N/A,multiplayer
Sea Dogs,"82,99 €",General,https://sandbox.oxylabs.io/products/2483, Akella,N/A,singleplayer
Looney Tunes Racing,"76,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2484, Circus Freak,N/A,
The 3rd Birthday,"62,99 €",Party,https://sandbox.oxylabs.io/products/2485, HexaDrive,N/A,singleplayer
Resident Evil: Deadly Silence,"84,99 €",Board Games,https://sandbox.oxylabs.io/products/2486, Capcom,N/A,singleplayer
SYNTHETIK: Ultimate,"71,99 €",Board / Card Game,https://sandbox.oxylabs.io/products/2487, Flow Fire Games,N/A,singleplayer
Megadimension Neptunia VIIR,"65,99 €",Action,https://sandbox.oxylabs.io/products/2488, Compile Heart,N/A,singleplayer
Spy Chameleon,"64,99 €",Adventure,https://sandbox.oxylabs.io/products/2489, Unfinished Pixel,N/A,
Ar tonelico: Melody of Elemia,"81,99 €",Shooter,https://sandbox.oxylabs.io/products/2490, Gust,N/A,singleplayer
Men of Valor,"61,99 €",First-Person,https://sandbox.oxylabs.io/products/2491, 2015,N/A,multiplayer
Naraka: Bladepoint,"75,99 €",Fantasy,https://sandbox.oxylabs.io/products/2492, 24 Entertainment,N/A,multiplayer
Fracked,"71,99 €",Arcade,https://sandbox.oxylabs.io/products/2493, nDreams,N/A,singleplayer
Chronos: Before the Ashes,"47,99 €",Simulation,https://sandbox.oxylabs.io/products/2494, Gunfire Games,N/A,singleplayer
Fearful Symmetry & The Cursed Prince,"71,99 €",Flight,https://sandbox.oxylabs.io/products/2495, Gamera Interactive,N/A,singleplayer
Amazing Discoveries In Outer Space,"57,99 €",Civilian Plane,https://sandbox.oxylabs.io/products/2496, Cosmic Picnic,N/A,
RollerCoaster Tycoon 3: Wild!,"52,99 €",Strategy,https://sandbox.oxylabs.io/products/2497, Frontier Developments,N/A,
EyeToy: AntiGrav,"74,99 €",Tycoon,https://sandbox.oxylabs.io/products/2498, Harmonix Music Systems,N/A,multiplayer
Back to the Future: The Game - Episode IV: Double Visions,"61,99 €",Management,https://sandbox.oxylabs.io/products/2499, Telltale Games,N/A,
3000th Duel,"83,99 €",Business / Tycoon,https://sandbox.oxylabs.io/products/2500, NEOPOPCORN Corp,N/A,singleplayer
Summon Night 6: Lost Borders,"69,99 €",Sports,https://sandbox.oxylabs.io/products/2501, Media.Vision,N/A,singleplayer
Easy Golf: Course Architect,"79,99 €",Alternative,https://sandbox.oxylabs.io/products/2502, BarkersCrest Studios,N/A,
Chromehounds,"70,99 €",Other,https://sandbox.oxylabs.io/products/2503, From Software,N/A,multiplayer
Squishies,"67,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2504, Brainseed Factory,N/A,singleplayer
Gauntlet: Slayer Edition,"67,99 €",Adventure,https://sandbox.oxylabs.io/products/2505, Arrowhead Game Studios,N/A,multiplayer
Detective Pikachu,"73,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2506, Creatures Inc.,N/A,singleplayer
Everything,"71,99 €",3D,https://sandbox.oxylabs.io/products/2507, David OReilly,N/A,singleplayer
JoJo's Bizarre Adventure All-Star Battle,"81,99 €",Third-Person,https://sandbox.oxylabs.io/products/2508, CyberConnect2,N/A,
Halcyon 6: Starbase Commander,"77,99 €",Action,https://sandbox.oxylabs.io/products/2509," Massive Damage, Inc.",N/A,singleplayer
Stuntman Ignition,"63,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2510, Paradigm Entertainment,N/A,multiplayer
Birth of America,"57,99 €",General,https://sandbox.oxylabs.io/products/2511, AGEOD,N/A,singleplayer
Black & White 2 - Battle of the Gods,"86,99 €",Platformer,https://sandbox.oxylabs.io/products/2512, Lionhead Studios,N/A,singleplayer
Fusion: Genesis,"79,99 €",2D,https://sandbox.oxylabs.io/products/2513, Starfire Studios,N/A,
SimCity DS,"64,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2514, Aki Corp.,N/A,multiplayer
Mayan Death Robots,"74,99 €",Strategy,https://sandbox.oxylabs.io/products/2515, Sileni Studios,N/A,singleplayer
Murasaki Baby,"70,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2516, Ovosonico,N/A,
Magician's Quest: Mysterious Times,"78,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/2517, Konami,N/A,multiplayer
The Sun and Moon,"69,99 €",Tactics,https://sandbox.oxylabs.io/products/2518, Digerati Distribution,N/A,
Pokemon Sword / Shield: The Isle of Armor,"52,99 €",Sports,https://sandbox.oxylabs.io/products/2519, Game Freak,N/A,
Guitar Hero Encore: Rocks the 80s,"64,99 €",Traditional,https://sandbox.oxylabs.io/products/2520, Harmonix Music Systems,N/A,multiplayer
Super Dragon Ball Heroes: World Mission,"77,99 €",Golf,https://sandbox.oxylabs.io/products/2521, Dimps Corporation,N/A,singleplayer
Rebel Cops,"67,99 €",Arcade,https://sandbox.oxylabs.io/products/2522, Weappy Studio,N/A,singleplayer
Gladiator: Sword of Vengeance,"75,99 €",Simulation,https://sandbox.oxylabs.io/products/2523, Acclaim,N/A,singleplayer
Motocross Maniacs Advance,"69,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2524, Konami,N/A,
Prehistorik Man,"80,99 €",Vehicle,https://sandbox.oxylabs.io/products/2525, Titus Software,N/A,singleplayer
Destruction Derby Raw,"70,99 €",Mech,https://sandbox.oxylabs.io/products/2526, Studio 33,N/A,
D2,"80,99 €",Combat,https://sandbox.oxylabs.io/products/2527, WARP,N/A,singleplayer
Earth Defense Force 2017,"76,99 €",Action,https://sandbox.oxylabs.io/products/2528, Sandlot,N/A,singleplayer
.hack//G.U. vol. 1//Rebirth,"81,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2529, CyberConnect2,N/A,singleplayer
Under Siege,"80,99 €",Action RPG,https://sandbox.oxylabs.io/products/2530," Seed Studios, Lda",N/A,multiplayer
Star Wars: Battlefront II,"85,99 €",Strategy,https://sandbox.oxylabs.io/products/2531, Pandemic Studios,N/A,multiplayer
Sword of the Stars: The Pit,"78,99 €",Real-Time,https://sandbox.oxylabs.io/products/2532, Kerberos Productions,N/A,
One Piece: Grand Battle,"84,99 €",Fantasy,https://sandbox.oxylabs.io/products/2533, Ganbarion,N/A,multiplayer
Deception IV: The Nightmare Princess,"70,99 €",General,https://sandbox.oxylabs.io/products/2534, Koei Tecmo Games,N/A,
Hyperdimension Neptunia Re;Birth1,"77,99 €",Shooter,https://sandbox.oxylabs.io/products/2535, Felistella,N/A,singleplayer
Trouble Witches Neo!,"70,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2536, Adventure Planning Service,N/A,
Sword of the Necromancer,"75,99 €",Action,https://sandbox.oxylabs.io/products/2537, Grimorio of Games,N/A,multiplayer
NCAA March Madness 08,"69,99 €",First-Person,https://sandbox.oxylabs.io/products/2538, EA Canada,N/A,multiplayer
Twin Breaker: A Sacred Symbols Adventure,"74,99 €",Arcade,https://sandbox.oxylabs.io/products/2539, Lillymo Games,N/A,singleplayer
Dr. Mario: Miracle Cure,"68,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2540, Nintendo,N/A,
Wet,"73,99 €",Action RPG,https://sandbox.oxylabs.io/products/2541, Artificial Mind and Movement,N/A,singleplayer
Cycle 28,"69,99 €",Roguelike,https://sandbox.oxylabs.io/products/2542, Pill Bug Interactive,N/A,singleplayer
DOOM VFR,"80,99 €",Action,https://sandbox.oxylabs.io/products/2543, id Software,N/A,singleplayer
The Simpsons Arcade Game,"57,99 €",Fighting,https://sandbox.oxylabs.io/products/2544,,N/A,singleplayer
Captain Tsubasa: Rise of New Champions,"73,99 €",3D,https://sandbox.oxylabs.io/products/2545, Tamsoft,N/A,multiplayer
RiftStar Raiders,"69,99 €",Strategy,https://sandbox.oxylabs.io/products/2546, Climax Studios,N/A,multiplayer
The Conduit,"81,99 €",General,https://sandbox.oxylabs.io/products/2547, High Voltage Software,N/A,multiplayer
DESYNC,"70,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2548, Foregone,N/A,singleplayer
HoopWorld,"76,99 €",General,https://sandbox.oxylabs.io/products/2549, Virtual Toys,N/A,multiplayer
Assassin's Creed II: Discovery,"75,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/2550, Griptonite Games,N/A,
Rag Doll Kung Fu,"49,99 €",Action,https://sandbox.oxylabs.io/products/2551, Mark Healey,N/A,multiplayer
Harry Potter: Quidditch World Cup,"75,99 €",Shooter,https://sandbox.oxylabs.io/products/2552, Electronic Arts,N/A,multiplayer
Iron Storm,"58,99 €",Scrolling,https://sandbox.oxylabs.io/products/2553, 4X Studios,N/A,multiplayer
Castlevania Chronicles,"70,99 €","""Shoot-Em-Up""",https://sandbox.oxylabs.io/products/2554, Konami,N/A,singleplayer
Xtreme Sports,"90,99 €",Vertical,https://sandbox.oxylabs.io/products/2555, Innerloop,N/A,
Sports Champions 2,"77,99 €",Horizontal,https://sandbox.oxylabs.io/products/2556, SCEA,N/A,singleplayer
Pathway,"69,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2557, Robotality,N/A,singleplayer
Dragon Age: Origins - Return to Ostagar,"70,99 €",Roguelike,https://sandbox.oxylabs.io/products/2558, BioWare,N/A,
Donkey Konga 2,"70,99 €",Sports,https://sandbox.oxylabs.io/products/2559, Namco,N/A,multiplayer
NASCAR 09,"78,99 €",Traditional,https://sandbox.oxylabs.io/products/2560, EA Games,N/A,multiplayer
Battle Princess of Arcadias,"79,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2561, ApolloSoft,N/A,
Nintendo Labo: Toycon 03 Vehicle Kit,"72,99 €",Action RPG,https://sandbox.oxylabs.io/products/2562, Nintendo,N/A,singleplayer
DreamWorks Shrek SuperSlam,"38,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2563, Shaba Games,N/A,multiplayer
Octodad: Dadliest Catch,"67,99 €",Party / Minigame,https://sandbox.oxylabs.io/products/2564, Kevin Zuhn,N/A,singleplayer
Magicka: Wizard Wars,"72,99 €",Action,https://sandbox.oxylabs.io/products/2565, Paradox North,N/A,
Prinny 1-2: Exploded and Reloaded,"69,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/2566, Nippon Ichi Software,N/A,singleplayer
Gyrostarr,"85,99 €",Fighting,https://sandbox.oxylabs.io/products/2567, High Voltage Software,N/A,multiplayer
NBA 10 The Inside,"30,99 €",2D,https://sandbox.oxylabs.io/products/2568, SCEA San Diego Studios,N/A,
Star Fox Zero,"74,99 €",3D,https://sandbox.oxylabs.io/products/2569, PlatinumGames,N/A,
Duke Nukem 3D: Megaton Edition,"81,99 €",Modern,https://sandbox.oxylabs.io/products/2570, Abstraction Games,N/A,
BloodRayne: Betrayal,"63,99 €",Adventure,https://sandbox.oxylabs.io/products/2571, WayForward,N/A,singleplayer
Dynasty Warriors 8: Xtreme Legends Complete Edition,"71,99 €",3D,https://sandbox.oxylabs.io/products/2572, Omega Force,N/A,multiplayer
Magna Carta 2,"73,99 €",Third-Person,https://sandbox.oxylabs.io/products/2573, Banpresto,N/A,
